Tipologia Programma - Codice;Progetto - Codice;Progetto - Titolo;Articolazione I livello - Codice;Articolazione III livello;Articolazione IV livello;CI - Campo Intervento - Descrizione;FF - Forma di Finanziamento - Descrizione;TT - Tipo di Territorio - Descrizione;AE - Attività Economica - Descrizione;RA - Risultato Atteso - Descrizione;RA - Obiettivo tematico - Descrizione;Provincia - Descrizione;Stato Attuazione Progetto;Costo Ammesso;Importo Impegni ammessi;Importo Pagamenti ammessi
IGJ;FESR-3-3.7.1-010036D;SOLIDARIETA' E LAVORO SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;33003,63;33003,63;0
IGJ;FESR-3-3.7.1-010037D;TRA LE ALPI ED IL MARE SOCIETA' COOPERATIVA SOCIALE ONLUS;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;In Esecuzione;65950;65950;0
IGJ;FESR-3-3.7.1-010038D;"CONSORZIO IL CAMMINO SOCIETA' COOPERATIVA SOCIALE ANCHE DENOMINATO IN FORMA ABBREVIATA ""CONSORZIO IL CAMMINO""";M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;In Esecuzione;48545,07;48545,07;0
IGJ;FESR-3-3.7.1-010039D;COMETA - CONSORZIO DI COOP. SOCIALI - SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;Concluso;51777,5;51777,5;51777,5
IGJ;FESR-3-3.7.1-010040D;C.I.S.E.F. - COOP INTERVENTO SOCIALE EDUCATIVO E FORMATIVO -     SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;39022,2;39022,2;0
IGJ;FESR-3-3.7.1-010041D;ECOLOGYAMO SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;89241,44;89241,44;0
IGJ;FESR-3-3.7.1-010042D;COOPERATIVA SOCIALE GOLFO SPEZZINO;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;In Esecuzione;59018;59018;0
IGJ;FESR-3-3.7.1-010044D;IL CERCHIO DELLE RELAZIONI SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;15531,58;15531,58;0
IGJ;FESR-3-3.7.1-010045D;CO.A.A.GE COOP. ACCOMPAGNATORI - ASSISTENTI - GENOVESI SOCIETA'  COOPERATIVA SOCIALE  A RESPONSABILITA' LIMITATA.;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;46161,42;46161,42;0
IGJ;FESR-3-3.7.1-010046D;EUREKA SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;In Esecuzione;33891,85;33891,85;0
IGJ;FESR-3-3.7.1-010047D;IL MELOGRANO COOPERATIVA SOCIALE - ONLUS;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;24726,28;24726,28;0
IGJ;FESR-3-3.7.1-010048D;SOCIETA' COOPERATIVA SOCIALE IL PERCORSO - ONLUS;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;In Esecuzione;98904,83;98904,83;0
IGJ;FESR-3-3.7.1-010051D;SOCIETA' COOPERATIVA SOCIALE S.A.B.A. ONLUS;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività dei servizi sanitari;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;26849,25;26849,25;10739,7
IGJ;FESR-3-3.7.1-010052D;COOPQUADRO SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;In Esecuzione;58006,7;58006,7;0
IGJ;FESR-3-3.7.1-010053D;COOPERATIVA SOCIALE BEVERINO DI COMUNITA';M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;In Esecuzione;31625;31625;0
IGJ;FESR-3-3.7.1-010054D;"""COOPERATIVA SOCIALE VILLA PERLA SERVICE"" SOCIETA' COOPERATIVA   A RESPONSABILITA' LIMITATA , O.N.L.U.S.";M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;73693,26;73693,26;0
IGJ;FESR-3-3.7.1-010055D;SERVIZI TURISTICI SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;71900;71900;0
IGJ;FESR-3-3.7.1-010056D;IL GIGLIO SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA (ONLUS);M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;36000;36000;0
IGJ;FESR-3-3.7.1-010057D;IL BISCIONE SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;71903,4;71903,4;28761,36
IGJ;FESR-3-3.7.1-010058D;COOPERATIVA SOCIALE OLMO;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;In Esecuzione;75460,25;75460,25;0
IGJ;FESR-3-3.7.1-010060D;COOP SOCIALE TIGULLIO COOP A RESPONSABILITA' LIMITATA;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;23081,52;23081,52;0
IGJ;FESR-3-3.7.1-010062D;IL CE.STO COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;100000;100000;0
IGJ;FESR-3-3.7.1-010063D;MARIA DELLE GRAZIE SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA'LIMITATA (ONLUS);M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Istruzione;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;65422,14;65422,14;0
IGJ;FESR-3-3.7.1-010064D;DIANA SOCIETA' COOPERATIVA SOCIALE ONLUS;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;In Esecuzione;15986,18;15986,18;0
IGJ;FESR-3-3.7.1-010065D;DELTA - MIZAR  COOPERATIVA SOCIALE ONLUS  SCARL;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;In Esecuzione;53768;53768;0
IGJ;FESR-3-3.7.1-010067D;CONSORZIO CASA SCAPOLI SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;In Esecuzione;17532,6;17532,6;0
IGJ;FESR-3-3.7.1-010069D;AL SERVIZIO DELLE FAMIGLIE SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività di assistenza sociale, servizi pubblici, sociali e personali;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;In Esecuzione;21903,7;21903,7;0
IGJ;FESR-3-3.7.1-010070D;FUTURO INSIEME - SOC. COOP. SOCIALE DI SOLIDARIETA';M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Edilizia;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;In Esecuzione;35825,1;35825,1;0
IGJ;FESR-3-3.7.1-010071D;LEVANTE SERVIZI COOPERATIVA SOCIALE A R.L.;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;In Esecuzione;100000;100000;0
IGJ;FESR-3-3.7.1-010072D;MAGIS SOCIETA' COOPERATIVA SOCIALE;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;45386,89;45386,89;0
IGJ;FESR-3-3.7.1-010074D;GIANELLINRETE SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA;M-3;3c;OS3.7;Sostegno alle imprese sociali (PMI);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività dei servizi sanitari;Diffusione e rafforzamento delle attività economiche a contenuto sociale;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;92785;92785;0
IGJ;FESR-4-4.1.1-00002/A;FESR-4-4.1.1-00002/A-Intervento POR FESR 2014 2020 asse 4 Fabbricato di ERP propriet¿ ARTE Savona sito a Quiliano via Bertolotto 4-5;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Edilizia;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;SAVONA;In Esecuzione;618570,93;446600,93;208760,67
IGJ;FESR-4-4.1.1-00002/B;FESR-4-4.1.1-00002/B-Intervento POR FESR 2014 2020 asse 4 Fabbricati di ERP propriet¿ ARTE Savona siti a Millesimo via Moneta 20 22 24/26;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Edilizia;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;SAVONA;In Esecuzione;678391,51;548814,61;114642,25
IGJ;FESR-4-4.1.1-00004/A;Progetto interventi beneficiari dei finanziamenti POR FESR ricompresi nel programma ENERSHIFT;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Edilizia;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;LA SPEZIA;Non Avviato;780000;552268,6;0
IGJ;FESR-4-4.1.1-00004/B;Progetto interventi beneficiari dei finanziamenti POR FESR ricompresi nel programma ENERSHIFT;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Edilizia;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;LA SPEZIA;In Esecuzione;830000;657234,48;122986,9
IGJ;FESR-4-4.1.1-00005/1;"LAVORI DI MIGLIORAMENTO ENERGETICO DELLA COPERTURA DELLA PALAZZINA ""D"" PRESSO LA CASERMA ""VITTORIO VENETO"" DI GENOVA.";M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Non In Esecuzione;524180,62;500945,6;38879,35
IGJ;FESR-4-4.1.1-00005/2;"Lavori di miglioramento energetico della Palazzina ""C"" presso la Caserma ""Vittorio Veneto"" di Genova.";M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Non In Esecuzione;1085008,99;53704,16;12190,19
IGJ;FESR-4-4.1.1-00005/3;"Lavori di miglioramento energetico parziale dell'involucro edilizio e realizzazione di un impianto fotovoltaico di potenza nominale di circa 37 Kw della palazzina A2 della Caserma ""V.Veneto"" - Lotto 3";M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Non In Esecuzione;784583,91;701146,1;64763,7
IGJ;FESR-4-4.1.1-00005/4;"Lavori di miglioramento energetico dell'impianto di riscaldamento con metanizzazione delle centrali termiche e bonifica dei serbatoi di gasolio della Caserma ""V.Veneto""";M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Non In Esecuzione;659223,85;623530,37;159555,85
IGJ;FESR-4-4.1.1-00005/5;"Lavori di miglioramento energetico dell'impianto di illuminazione esterna con installazione di corpi illuminanti a LED presso la Caserma ""V.Veneto""";M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;130452,56;108545,56;99981,54
IGJ;FESR-4-4.1.1-0006/07;EFFICIENTAMENTO ENERGETICO DEL PALAZZETTO DELLO SPORT INTERVENTO SULL'INVOLUCRO;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;SAVONA;In Esecuzione;170000;129512,49;4060,16
IGJ;FESR-4-4.1.1-0006/08;RIQUALIFICAZIONE ENRGETICA DEL PALAZZO COMUNALE;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;SAVONA;Non In Esecuzione;161017,22;26820,69;14370,38
IGJ;FESR-4-4.1.1-0006/13;RIQUALIFICAZIONE ENERGETICA DEL MUNICIPIO;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Non In Esecuzione;141243,95;13956,8;1268,8
IGJ;FESR-4-4.1.1-0006/15;EFFICENTAMENTO ENERGETICO DELLA SCUOLA COMUNALE;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;LA SPEZIA;In Esecuzione;121005,85;11399,2;5836,48
IGJ;FESR-4-4.1.1-0007/01;INTERVENTI FINALIZZATI ALLA RIDUZIONE DEI CONSUMI ED EFFICIENTAMENTO ENERGETICO CASERMA FORTE SAN GIULIANO GENOVA;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;2200000;1527464,65;172545
IGJ;FESR-4-4.1.1-0008/01;PIANO PLURIENNALE DI INTERVENTI PER LA RIDUZIONE DEI CONSUMI DI ENERGIA PRIMARIA NEGLI EDIFICI DELL?UNIVERSITA DEGLI STUDI DI GENOVA CON PROMOZIONE DELL?UTILIZZO DI TECNOLOGIE INNOVATIVE, ECOSOSTENIBILI E AD ALTA EFFICIENZA;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Concluso;2908000;2509217,82;1289459,13
IGJ;FESR-4-4.1.1-0008/01;PIANO PLURIENNALE DI INTERVENTI PER LA RIDUZIONE DEI CONSUMI DI ENERGIA PRIMARIA NEGLI EDIFICI DELL?UNIVERSITA DEGLI STUDI DI GENOVA CON PROMOZIONE DELL?UTILIZZO DI TECNOLOGIE INNOVATIVE, ECOSOSTENIBILI E AD ALTA EFFICIENZA;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;IMPERIA;Concluso;2908000;2509217,82;1289459,13
